Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Week,CPI,LastCPI,Distance2
Thornbury,11 Clarendon St,3,h,1400000,SP,Jellis,17-09-2016,6.5,34,108.6,108.2,8.7
Toorak,15/703 Orrong Rd,2,u,1400000,PI,Williams,27-06-2016,4.6,22,108.2,108.4,7.5
Williamstown,46 Pasco St,4,h,1400000,S,Gunn&Co,03-09-2016,8,32,108.6,108.2,14.6
Williamstown,35 Chandler St,4,h,1400000,PI,hockingstuart,04-03-2017,8,58,109.4,108.6,11.8
East Melbourne,706/30 St Andrews Pl,2,u,1400000,S,Caine,08-10-2016,1.5,37,108.6,108.2,1.8
Heidelberg,14 Adamson St,3,h,1400000,S,Miles,27-11-2016,10.6,44,108.6,108.2,15.9
Murrumbeena,1 Donal St,4,h,1400000,VB,hockingstuart,25-02-2017,12.1,57,109.4,108.6,19.9
Bulleen,10 Tanami Ct,4,h,1401000,S,Ray,06-08-2016,11.8,28,108.6,108.2,15.7
Doncaster,378 Manningham Rd,4,h,1401000,S,RW,25-02-2017,13.9,57,109.4,108.6,16.8
Yarraville,15 Ofarrell St,4,h,1401000,S,Village,19-11-2016,7,43,108.6,108.2,8.4
Heidelberg,6 Bolden St,5,h,1401000,S,Nelson,19-11-2016,10.6,43,108.6,108.2,12.9
Ormond,208 Booran Rd,3,h,1401000,SP,Noel,03-12-2016,11.8,45,109.4,108.6,14.6
Essendon,26 Bradshaw St,4,h,1402000,S,Nelson,11-02-2017,8,55,109.4,108.6,15.5
Port Melbourne,180 Station St,3,h,1402000,S,RT,16-07-2016,3.8,25,108.2,108.4,3.7
Doncaster,5 Boyd St,3,h,1403000,S,Barry,03-12-2016,13.9,45,109.4,108.6,17.2
Hampton,73 Linacre Rd,3,h,1403000,S,Hodges,10-12-2016,13.7,46,109.4,108.6,17.1
Parkville,28/238 The Avenue,3,u,1403000,S,Nelson,27-11-2016,2.6,44,108.6,108.2,3.8
Altona North,153 Mills St,3,h,1405000,S,Sweeney,04-03-2017,11.1,58,109.4,108.6,14.5
Bentleigh East,23 Gardeners Rd,3,h,1405000,S,Woodards,24-09-2016,13.9,35,108.6,108.2,21.5
Brighton East,24 Moore St,3,h,1405000,S,Buxton,10-12-2016,10.7,46,109.4,108.6,12.4
Clifton Hill,40 Spensley St,2,h,1405000,S,Nelson,17-09-2016,3.4,34,108.6,108.2,5.7
Hampton,4 Bayside Cr,3,t,1405000,S,Buxton,22-05-2016,13.7,17,108.2,108.4,16.9
Port Melbourne,103/2 Pier St,2,u,1405000,S,Marshall,18-06-2016,3.8,21,108.2,108.4,5.4
Port Melbourne,224 Nott St,3,h,1405000,SP,Chisholm,30-07-2016,3.8,27,108.2,108.4,3.7
Richmond,4 Burgess St,3,h,1405000,S,Rendina,27-11-2016,2.6,44,108.6,108.2,4.7
South Melbourne,144 Cobden St,3,h,1405000,PI,Greg,04-06-2016,2.1,19,108.2,108.4,4.2
Doncaster,20 Finlayson St,4,h,1408000,S,Jellis,03-12-2016,13.9,45,109.4,108.6,15.6
Ascot Vale,45 Mirams St,3,h,1410000,PI,Nelson,27-11-2016,5.9,44,108.6,108.2,6.9
Bentleigh East,18 Mervin St,2,h,1410000,S,hockingstuart,03-09-2016,13.9,32,108.6,108.2,17.8
Brighton,33 Burrows St,3,h,1410000,S,Buxton,19-11-2016,11.2,43,108.6,108.2,14.6
Brunswick,11 Denman St,4,h,1410000,PI,Jellis,28-05-2016,5.2,18,108.2,108.4,9.4
Burwood,6 Alimar Ct,4,h,1410000,S,Buxton,27-06-2016,11.7,22,108.2,108.4,17.6
Camberwell,45 Doonkuna Av,3,h,1410000,S,Hamilton,15-10-2016,7.8,38,108.6,108.2,14.2
Carnegie,68 Leila Rd,4,h,1410000,PI,Ray,25-02-2017,11.4,57,109.4,108.6,16
Caulfield South,48A Jupiter St,4,t,1410000,S,Gary,19-11-2016,9.3,43,108.6,108.2,13.8
Hawthorn,301/7 Riversdale Rd,3,u,1410000,PI,Kay,25-02-2017,4.6,57,109.4,108.6,7.4
Kew,17 Gladstone St,3,h,1410000,S,Jellis,10-12-2016,5.6,46,109.4,108.6,8.6
Kew,27 Earl St,3,h,1410000,PI,Fletchers,24-09-2016,5.6,35,108.6,108.2,8.6
Kew,53 Mary St,3,h,1410000,S,Nelson,26-07-2016,5.6,26,108.2,108.4,8.4
Oakleigh South,24 Terrigal Av,4,h,1410000,S,Buxton,28-08-2016,14.7,31,108.6,108.2,21
Richmond,9 Hosie St,3,h,1410000,S,Biggin,27-11-2016,2.6,44,108.6,108.2,4
Williamstown,164 Coogee La,5,h,1410000,SP,Sweeney,10-12-2016,8,46,109.4,108.6,15.6
Williamstown North,37 Champion Rd,5,h,1410000,SP,Sweeney,08-10-2016,8.9,37,108.6,108.2,14.4
Hawthorn East,17 Oberon Av,3,h,1410000,S,Jellis,08-10-2016,7.5,37,108.6,108.2,12.6
Brighton,2/5 Loller St,3,t,1411000,S,Buxton,12-11-2016,11.2,42,108.6,108.2,13.9
Box Hill,19 Wavell St,3,h,1412000,S,Noel,12-11-2016,13.1,42,108.6,108.2,23
Yarraville,27 Regent St,3,h,1414000,S,Jas,07-11-2016,7,41,108.6,108.2,8.2
Ashburton,14 Lucerne St,3,h,1415000,S,Buxton,27-06-2016,11,22,108.2,108.4,14
Ashwood,8 Maroondah Rd,4,h,1415000,S,Buxton,13-08-2016,12.2,29,108.6,108.2,16.7
Bentleigh East,87 Parkmore Rd,4,h,1415000,S,Buxton,10-09-2016,13.9,33,108.6,108.2,20.8
West Footscray,742 Barkly St,3,h,1415000,PI,Biggin,04-02-2016,8.2,2,108.4,108,10.3
Seaholme,13 Sussex St,5,h,1415000,S,Greg,17-09-2016,12.7,34,108.6,108.2,17.6
Chadstone,2 Fitzroy Gr,4,h,1415500,S,hockingstuart,22-05-2016,13.6,17,108.2,108.4,19
Doncaster,9 Lauer St,4,h,1416000,S,Barry,03-09-2016,13.9,32,108.6,108.2,20.7
Hampton East,18 Charming St,4,h,1416000,S,Buxton,28-08-2016,14.5,31,108.6,108.2,16.4
Ashburton,36 Morotai Av,2,h,1417000,S,Buxton,04-06-2016,11,19,108.2,108.4,14.2
Clifton Hill,12 Kiewa St,2,h,1417000,SP,Nelson,10-12-2016,3.4,46,109.4,108.6,5.5
Moorabbin,52 Bulli St,3,h,1417250,S,Buxton,04-02-2016,14.6,2,108.4,108,18.8
Yarraville,52 Goulburn St,3,h,1419000,SP,Jas,12-11-2016,7,42,108.6,108.2,8.3
Balwyn North,24 Cumberland Av,4,h,1420000,VB,Jellis,16-07-2016,9.2,25,108.2,108.4,17.2
Bentleigh,7 Marquis Rd,4,h,1420000,S,Woodards,03-12-2016,13,45,109.4,108.6,17.4
Brighton East,54 Regent St,3,t,1420000,S,hockingstuart,28-08-2016,10.7,31,108.6,108.2,14.8
Canterbury,1/27 Maling Rd,4,t,1420000,S,O'Donoghues,28-08-2016,9,31,108.6,108.2,14.2
Carnegie,33 McLaurin Rd,3,h,1420000,S,hockingstuart,17-09-2016,11.4,34,108.6,108.2,16.2
Clifton Hill,86 Hodgkinson St,2,h,1420000,S,Collins,08-10-2016,3.4,37,108.6,108.2,4.9
Glen Iris,60 Madeline St,3,h,1420000,S,Buxton,27-06-2016,9.2,22,108.2,108.4,15.5
Hampton,2b Carolyn St,3,h,1420000,S,hockingstuart,16-07-2016,13.7,25,108.2,108.4,16.7
Hawthorn,14 Malmsbury St,3,h,1420000,S,Marshall,07-05-2016,4.6,15,108.2,108.4,9.7
Ivanhoe,35 Green St,5,h,1420000,S,Domain,27-11-2016,7.9,44,108.6,108.2,11.3
Keilor East,61 Rachelle Rd,4,h,1420000,S,Barry,12-11-2016,12.8,42,108.6,108.2,17.2
Kew,82 Parkhill Rd,3,h,1420000,S,Marshall,28-08-2016,5.6,31,108.6,108.2,9.3
Malvern East,8a Anderson St,2,h,1420000,S,Marshall,22-08-2016,11.2,30,108.6,108.2,13
Northcote,160 Bent St,4,h,1420000,S,hockingstuart,28-05-2016,5.5,18,108.2,108.4,6.8
Richmond,8 Malleson St,3,h,1420000,S,Jellis,14-05-2016,2.6,16,108.2,108.4,4.2
Hawthorn East,40 Campbell Gr,3,h,1420000,PI,Marshall,17-09-2016,7.5,34,108.6,108.2,11.3
Murrumbeena,7 Thomson Av,3,h,1420000,S,Woodards,06-08-2016,12.1,28,108.6,108.2,19.9
Murrumbeena,12 Wahroongaa Rd,3,h,1420000,S,Woodards,13-08-2016,12.1,29,108.6,108.2,19.7
Port Melbourne,13 Canberra Pde,3,h,1421000,S,Biggin,07-05-2016,3.8,15,108.2,108.4,4.8
Richmond,36 Charlotte St,2,h,1421000,S,Biggin,12-11-2016,2.6,42,108.6,108.2,4.5
Templestowe Lower,65 Fyfe Dr,4,h,1421000,S,Barry,10-09-2016,13.8,33,108.6,108.2,17
Ashburton,12 Meaden St,3,h,1422000,S,Buxton,27-11-2016,11,44,108.6,108.2,14.2
Richmond,28 Stawell St,3,h,1422000,S,hockingstuart,06-08-2016,2.6,28,108.6,108.2,4.8
Essendon West,17 Hoffmans Rd,4,h,1422000,S,Nelson,04-06-2016,9.8,19,108.2,108.4,17
Carnegie,53 Moonya Rd,4,h,1423000,S,Woodards,19-11-2016,11.4,43,108.6,108.2,20.2
Ascot Vale,52 Monash St,3,h,1425000,PI,Jellis,13-08-2016,5.9,29,108.6,108.2,7.3
Ashburton,2 Benghazi Av,3,h,1425000,S,Jellis,04-06-2016,11,19,108.2,108.4,14.7
Balwyn North,36 Larbert Av,3,h,1425000,PI,Parkes,27-06-2016,9.2,22,108.2,108.4,14
Bentleigh,11 Rogers Rd,3,h,1425000,S,Buxton,03-12-2016,13,45,109.4,108.6,17.3
Brighton,3a Cowra St,3,t,1425000,S,Hodges,28-05-2016,11.2,18,108.2,108.4,12.6
Brighton East,14a Stone St,4,t,1425000,S,Buxton,07-05-2016,10.7,15,108.2,108.4,12.5
Carlton North,112 Newry St,4,h,1425000,S,Nelson,04-03-2017,3.2,58,109.4,108.6,3.4
Essendon,6 Buckley St,3,h,1425000,S,Jellis,03-09-2016,8,32,108.6,108.2,9.2
Essendon North,1 Dudley St,3,h,1425000,S,McGrath,25-02-2017,9.4,57,109.4,108.6,14
Glen Iris,2/11 Peace St,3,h,1425000,S,Marshall,04-03-2017,9.2,58,109.4,108.6,12.6
Moonee Ponds,35 Athol St,3,h,1425000,SP,Brad,22-05-2016,6.9,17,108.2,108.4,6.9
Hawthorn East,21 Russell St,4,t,1425000,S,Jellis,08-10-2016,7.5,37,108.6,108.2,12
Moorabbin,5 Schofield St,4,h,1426000,S,McGrath,10-09-2016,14.6,33,108.6,108.2,17.7
Thornbury,152 Gooch St,3,h,1427000,S,Nelson,19-11-2016,6.5,43,108.6,108.2,9.8
Thornbury,184 Raleigh St,4,h,1428888,SP,Miles,04-03-2017,6.5,58,109.4,108.6,9.6
Ascot Vale,26 Ayr St,6,h,1430000,S,Nelson,16-04-2016,5.9,12,108.2,108.4,5
Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,Nelson,22-05-2016,5.9,17,108.2,108.4,6.1
Ashburton,3/4 Annetta Av,3,h,1430000,S,Jellis,23-04-2016,11,13,108.2,108.4,13.8
Bentleigh,81 Fromer St,4,h,1430000,S,hockingstuart,22-08-2016,13,30,108.6,108.2,17.4
Box Hill,10 Cunningham St,4,h,1430000,S,Noel,19-11-2016,13.1,43,108.6,108.2,22.8
Camberwell,2/37 Donna Buang St,3,h,1430000,S,J,12-11-2016,7.8,42,108.6,108.2,11.9
Carnegie,39 Elimatta Rd,3,h,1430000,S,Ray,22-05-2016,11.4,17,108.2,108.4,16.2
Clifton Hill,20 Gordon St,2,h,1430000,S,Collins,25-02-2017,3.4,57,109.4,108.6,5.4
Collingwood,93 Hotham St,2,h,1430000,S,Jellis,04-03-2017,1.6,58,109.4,108.6,4.1
Doncaster,35 Bordeaux St,4,h,1430000,S,Jellis,10-12-2016,13.9,46,109.4,108.6,17.4
Doncaster,35 Bellara St,3,h,1430000,S,Barry,19-11-2016,13.9,43,108.6,108.2,19.9
Glen Iris,294 Tooronga Rd,3,h,1430000,S,Marshall,13-08-2016,9.2,29,108.6,108.2,10.5
Prahran,14 Doon St,3,h,1430000,S,Marshall,06-08-2016,4.5,28,108.6,108.2,6.7
Richmond,35A Hunter St,2,t,1430000,S,Jellis,12-11-2016,2.6,42,108.6,108.2,4.4
Richmond,20 Stillman St,2,h,1430000,S,Biggin,18-06-2016,2.6,21,108.2,108.4,4.7
Strathmore,8 Upland Rd,3,h,1430000,S,Paul,07-05-2016,9.7,15,108.2,108.4,11.5
Strathmore,43 Henshall Rd,4,h,1430000,S,Nelson,16-04-2016,9.7,12,108.2,108.4,11.6
Thornbury,178 Clarendon St,3,h,1430000,S,Nelson,11-02-2017,6.5,55,109.4,108.6,9.5
Thornbury,46 Rennie St,3,h,1430000,S,Nelson,28-08-2016,6.5,31,108.6,108.2,8.7
Yarraville,23 Lennox St,3,h,1430000,SP,Village,25-02-2017,7,57,109.4,108.6,7.7
Essendon West,12 Prospect St,2,h,1430000,S,Barry,08-10-2016,9.8,37,108.6,108.2,13.5
Murrumbeena,15 Thaxted Rd,3,h,1430000,PI,Woodards,10-12-2016,12.1,46,109.4,108.6,19.7
Bentleigh East,4 Mawby Rd,4,h,1433500,S,Hodges,25-02-2017,13.9,57,109.4,108.6,17.3
Armadale,10 William St,1,h,1435000,SP,Jellis,08-10-2016,6.3,37,108.6,108.2,10.6
Ascot Vale,8 Pentland St,3,h,1435000,S,Nelson,12-11-2016,5.9,42,108.6,108.2,7.7
Bentleigh,12b Coates St,4,t,1435000,S,hockingstuart,06-08-2016,13,28,108.6,108.2,15.9
Bentleigh,9b Marquis Rd,4,t,1435000,S,hockingstuart,16-04-2016,13,12,108.2,108.4,17.4
Clifton Hill,17 Myrtle St,2,h,1435000,S,Nelson,10-09-2016,3.4,33,108.6,108.2,5.2
St Kilda,18 Odessa St,2,h,1435000,SP,Marshall,25-02-2017,6.1,57,109.4,108.6,8
Toorak,1/3 Glover Ct,3,h,1435000,S,RT,03-12-2016,4.6,45,109.4,108.6,7.2
Burnley,154 Stawell St,3,h,1435000,S,Jellis,25-02-2017,3.5,57,109.4,108.6,6.1
Albert Park,396 Montague St,2,h,1436000,S,RT,04-03-2017,3.3,58,109.4,108.6,4.2
Malvern,14 Woodmason St,3,h,1437000,S,hockingstuart,16-04-2016,7.4,12,108.2,108.4,10.7
Ascot Vale,78 The Parade,3,h,1440000,S,Nelson,11-02-2017,5.9,55,109.4,108.6,6.7
Ashburton,5 Pitt St,2,h,1440000,PI,Jellis,27-06-2016,11,22,108.2,108.4,13.7
Elsternwick,9 McCombie St,3,h,1440000,S,Buxton,06-08-2016,8.5,28,108.6,108.2,9.9
Fitzroy,190 Gore St,2,h,1440000,S,Nelson,17-09-2016,1.6,34,108.6,108.2,2.9
Kew,33 Disraeli St,3,h,1440000,S,Kay,27-11-2016,5.6,44,108.6,108.2,8.5
Moonee Ponds,43 Chaucer St,3,h,1440000,S,Nelson,04-03-2017,6.9,58,109.4,108.6,6.5
Strathmore,25 Hayes Rd,5,h,1440000,S,Barry,12-06-2016,9.7,20,108.2,108.4,11.6
Williamstown North,26 Walter St,4,h,1440000,SP,Williams,19-11-2016,8.9,43,108.6,108.2,15.8
Prahran,27 Westbourne St,3,h,1442000,S,Jellis,30-07-2016,4.5,27,108.2,108.4,7.5
Ashburton,18 Alamein Av,3,h,1445000,S,Jellis,12-11-2016,11,42,108.6,108.2,14.6
Ashburton,95 Nicholas St,2,h,1445000,S,Jellis,16-04-2016,11,12,108.2,108.4,14.1
Brighton East,67 Centre Rd,2,h,1445000,S,Biggin,04-03-2017,10.7,58,109.4,108.6,14
Essendon,21 Miller St,3,h,1445000,S,Nelson,28-08-2016,8,31,108.6,108.2,10.6
Moonee Ponds,5 Bent St,4,h,1445000,S,Nelson,07-05-2016,6.9,15,108.2,108.4,7.1
Brighton East,7 Valdemar Ct,4,h,1447000,S,Marshall,25-02-2017,10.7,57,109.4,108.6,15.6
Abbotsford,48 Abbotsford St,3,h,1447500,PI,Nelson,22-08-2016,2.5,30,108.6,108.2,4.5
Bentleigh,25 Mitchell St,3,h,1448000,S,hockingstuart,19-11-2016,13,43,108.6,108.2,16.1
Balwyn North,2/5 Marwal Av,4,u,1450000,S,hockingstuart,03-09-2016,9.2,32,108.6,108.2,12.7
Balwyn North,88 Longview Rd,3,h,1450000,VB,Jellis,04-03-2017,9.2,58,109.4,108.6,13
Bentleigh,11 Somers St,4,h,1450000,S,hockingstuart,12-11-2016,13,42,108.6,108.2,14.6
Bentleigh,34b Daley St,3,t,1450000,SP,hockingstuart,28-08-2016,13,31,108.6,108.2,16
Brighton East,49 Landcox St,3,t,1450000,S,J,12-11-2016,10.7,42,108.6,108.2,12.8
Brighton East,6 Murray St,5,h,1450000,PI,Buxton,22-05-2016,10.7,17,108.2,108.4,13.7
Brunswick,79 Hope St,4,h,1450000,S,Jellis,07-11-2016,5.2,41,108.6,108.2,6.2
Carnegie,48 Lyons St,4,h,1450000,PI,Ray,16-04-2016,11.4,12,108.2,108.4,15.3
Caulfield South,22 Sycamore St,3,h,1450000,S,RT,13-08-2016,9.3,29,108.6,108.2,12.8
Doncaster,19 Hanke Rd,3,h,1450000,PI,Barry,03-12-2016,13.9,45,109.4,108.6,17.7
Elsternwick,31 Prentice St,3,h,1450000,S,Biggin,19-11-2016,8.5,43,108.6,108.2,12.2
Elsternwick,3 Clarence St,4,h,1450000,PI,Biggin,22-08-2016,8.5,30,108.6,108.2,11.2
Fitzroy North,2 Pilkington St,4,h,1450000,VB,Nelson,03-09-2016,3.5,32,108.6,108.2,5.3
Fitzroy North,55 Seacombe St,3,h,1450000,S,Nelson,28-08-2016,3.5,31,108.6,108.2,4.5
Footscray,20 Nicholson St,4,h,1450000,SP,Village,28-08-2016,6.4,31,108.6,108.2,7
Hampton,29 Olive St,4,h,1450000,S,Buxton,12-11-2016,13.7,42,108.6,108.2,16.5
Hampton,29 Grenville St,3,h,1450000,S,RT,19-11-2016,13.7,43,108.6,108.2,15.9
Ivanhoe,51 Elphin St,4,h,1450000,VB,Nelson,04-03-2017,7.9,58,109.4,108.6,9.8
Kew,7a Peel St,3,h,1450000,VB,Jellis,22-05-2016,5.6,17,108.2,108.4,9.6
Northcote,70 James St,3,h,1450000,PI,McGrath,28-08-2016,5.5,31,108.6,108.2,7.1
Port Melbourne,14 Lalor St,4,h,1450000,S,RT,26-07-2016,3.8,26,108.2,108.4,4
Prahran,6/21 Wynnstay Rd,3,t,1450000,VB,Marshall,19-11-2016,4.5,43,108.6,108.2,8.9
South Melbourne,8 Fitzpatrick St,3,t,1450000,S,Cayzer,19-11-2016,2.1,43,108.6,108.2,3.3
Toorak,2/703 Orrong Rd,2,u,1450000,PI,Williams,08-10-2016,4.6,37,108.6,108.2,7.5
Yarraville,20 Grace St,3,h,1450000,S,Village,25-02-2017,7,57,109.4,108.6,8.6
East Melbourne,510 Victoria Pde,3,h,1450000,SP,Nelson,13-08-2016,1.5,29,108.6,108.2,2.6
Hawthorn East,310 Riversdale Rd,3,h,1450000,PI,hockingstuart,07-05-2016,7.5,15,108.2,108.4,11.4
Kingsville,149 Empress Av,3,h,1450000,SP,Jas,10-12-2016,7.8,46,109.4,108.6,8.7
Surrey Hills,1/1 Thornton Av,3,t,1453000,S,Fletchers,07-11-2016,11.2,41,108.6,108.2,11.9
Albert Park,85 Richardson St,2,h,1455000,S,Thomson,03-09-2016,3.3,32,108.6,108.2,4.6
Hughesdale,15 Moorookyle Av,4,h,1455000,S,Ray,19-11-2016,13,43,108.6,108.2,19
Kensington,39 Henry St,3,h,1455000,S,Jellis,10-12-2016,4.2,46,109.4,108.6,4.4
Port Melbourne,322 Esplanade Pl,2,h,1455000,S,Marshall,27-11-2016,3.8,44,108.6,108.2,3.9
Seddon,4 webster St,4,h,1455000,SP,Jas,19-11-2016,6.6,43,108.6,108.2,8.6
South Yarra,26 Fawkner St,2,h,1455000,S,Jellis,08-10-2016,3.3,37,108.6,108.2,5.3
Surrey Hills,66 Durham Rd,4,h,1455000,S,Jellis,10-12-2016,11.2,46,109.4,108.6,15.4
Heidelberg,175 Cape St,3,h,1455000,PI,Barry,30-07-2016,10.6,27,108.2,108.4,15.1
Glen Iris,22 Wills St,3,h,1456000,SP,Jellis,12-11-2016,9.2,42,108.6,108.2,10.9
Richmond,134 Coppin St,3,h,1456000,S,Jellis,18-06-2016,2.6,21,108.2,108.4,4.4
Brighton East,7 Caramar Av,3,h,1460000,S,Hodges,14-05-2016,10.7,16,108.2,108.4,14.3
Burwood,10 Hastings St,3,h,1460000,S,Marshall,17-09-2016,11.7,34,108.6,108.2,14.6
Caulfield South,5 Alder St,3,h,1460000,S,hockingstuart,03-12-2016,9.3,45,109.4,108.6,12.7
Chadstone,15 Grandview Rd,3,h,1460000,S,Buxton,27-11-2016,13.6,44,108.6,108.2,18.8
Doncaster,4 Toronto Av,5,h,1460000,PI,Barry,17-09-2016,13.9,34,108.6,108.2,16.4
Doncaster,42 Studley Ct,4,h,1460000,SP,Parkes,18-06-2016,13.9,21,108.2,108.4,16.7
Essendon,22 Tweedside St,3,h,1460000,S,Paul,22-08-2016,8,30,108.6,108.2,11.5
Fitzroy,291 George St,2,h,1460000,PI,Nelson,12-11-2016,1.6,42,108.6,108.2,2.8
Hampton,50 Earlsfield Rd,4,h,1460000,SP,Buxton,10-12-2016,13.7,46,109.4,108.6,17
Hampton,1/33 Holyrood St,3,h,1460000,S,Buxton,15-10-2016,13.7,38,108.6,108.2,16
Hampton,64 Earlsfield Rd,4,h,1460000,S,Buxton,27-06-2016,13.7,22,108.2,108.4,17.2
Ivanhoe,79 Marshall St,4,h,1460000,S,Miles,24-09-2016,7.9,35,108.6,108.2,10.7
Maribyrnong,101 Raleigh Rd,3,h,1460000,S,Woodards,19-11-2016,8.7,43,108.6,108.2,8.9
South Yarra,12 Witchwood Cl,3,t,1460000,PI,hockingstuart,04-06-2016,3.3,19,108.2,108.4,4.3
Williamstown,98 Osborne St,3,h,1460000,S,Greg,07-05-2016,8,15,108.2,108.4,15.2
Williamstown,22 Bayview St,3,t,1460000,S,Greg,10-12-2016,8,46,109.4,108.6,15.4
Yarraville,30 Simpson St,3,h,1460000,SP,Village,28-05-2016,7,18,108.2,108.4,8
Carlton,22 Faraday St,2,h,1460000,S,Nelson,04-03-2017,1.8,58,109.4,108.6,2.5
Hawthorn East,4/50 Victoria Rd,3,h,1460000,PI,Marshall,12-06-2016,7.5,20,108.2,108.4,12.2
Doncaster,7 Reddan Ct,4,h,1460800,SP,Jellis,19-11-2016,13.9,43,108.6,108.2,15.9
Coburg,185 The Avenue,4,h,1461000,S,Jellis,25-02-2017,7.8,57,109.4,108.6,7.3
Box Hill,12 Barcelona St,4,h,1461400,S,Allens,17-09-2016,13.1,34,108.6,108.2,22.3
Doncaster,47 Roseland Gr,5,h,1461800,SP,Jellis,03-12-2016,13.9,45,109.4,108.6,18.1
Doncaster,46 Winston Dr,4,h,1462500,S,Philip,18-06-2016,13.9,21,108.2,108.4,17.6
Abbotsford,5 Charles St,3,h,1465000,SP,Biggin,04-03-2017,2.5,58,109.4,108.6,3.7
Bentleigh East,31b Purtell St,4,t,1465000,S,Buxton,18-06-2016,13.9,21,108.2,108.4,17.6
Brighton East,1/136 Dendy St,3,u,1465000,S,RT,03-12-2016,10.7,45,109.4,108.6,14.2
Ivanhoe,5 Stanley St,3,h,1465000,S,William,10-09-2016,7.9,33,108.6,108.2,11.3
Pascoe Vale,3 Hazel Gr,3,h,1465000,S,Nelson,04-03-2017,9.9,58,109.4,108.6,12.3
Richmond,41 Shelley St,3,h,1465000,S,Biggin,12-11-2016,2.6,42,108.6,108.2,3.1
Essendon,65 Napier St,3,h,1467000,S,Greg,07-11-2016,8,41,108.6,108.2,9.6
Essendon,211 Napier St,4,h,1467000,S,Brad,16-04-2016,8,12,108.2,108.4,11.9
Burwood,3 Peacock St,3,h,1468000,S,Buxton,11-02-2017,11.7,55,109.4,108.6,16
Doncaster,28 Dunoon St,4,h,1468000,S,Ray,12-11-2016,13.9,42,108.6,108.2,20.1
Bentleigh,66 Fromer St,3,h,1470000,S,McGrath,11-02-2017,13,55,109.4,108.6,17
Brighton East,1/9 Burwah Av,3,t,1470000,S,Biggin,27-11-2016,10.7,44,108.6,108.2,14.6
Camberwell,64A Christowel St,2,h,1470000,S,Noel,25-02-2017,7.8,57,109.4,108.6,12.4
Caulfield South,9 Filbert St,3,h,1470000,S,Gary,07-05-2016,9.3,15,108.2,108.4,13.2
Collingwood,38/99 Oxford St,3,u,1470000,S,Nelson,16-04-2016,1.6,12,108.2,108.4,2.9
Ivanhoe,19 Myrtle St,4,h,1470000,VB,Miles,15-10-2016,7.9,38,108.6,108.2,12.5
Kensington,14 Hardiman St,3,h,1470000,S,Nelson,04-03-2017,4.2,58,109.4,108.6,4.2
Melbourne,1701/594 St Kilda Rd,3,u,1470000,VB,Nelson,07-11-2016,2.8,41,108.6,108.2,5.7
North Melbourne,3 Murphy St,3,h,1470000,S,Jellis,17-09-2016,2.3,34,108.6,108.2,2.4
Port Melbourne,89 Cruikshank St,3,h,1470000,S,Marshall,04-06-2016,3.8,19,108.2,108.4,3.8
Thornbury,13b Hammond St,3,h,1470000,S,McGrath,03-12-2016,6.5,45,109.4,108.6,9.3
Thornbury,13a hammond St,3,h,1470000,SP,McGrath,27-11-2016,6.5,44,108.6,108.2,9.3
Williamstown,17 Yarra St,3,h,1470000,S,Jas,08-10-2016,8,37,108.6,108.2,11.5
Murrumbeena,11 Perth St,3,h,1470000,S,Hodges,04-03-2017,12.1,58,109.4,108.6,15.1
Ormond,1 Carcoola Ct,3,h,1470000,S,Woodards,25-02-2017,11.8,57,109.4,108.6,16.2
Hampton East,31 Warland Rd,3,h,1471000,S,McGrath,25-02-2017,14.5,57,109.4,108.6,16.7
Balwyn,1/32 Yerrin St,3,t,1472000,S,Noel,16-07-2016,9.7,25,108.2,108.4,15.5
Bentleigh East,4 Wingate St,4,h,1472500,S,hockingstuart,28-08-2016,13.9,31,108.6,108.2,18.3
Doncaster,9 Ernst St,3,h,1474000,S,Barry,22-08-2016,13.9,30,108.6,108.2,16
Northcote,26 Hayes St,3,h,1474000,S,Jellis,19-11-2016,5.5,43,108.6,108.2,8.2
Richmond,30 Cameron St,3,h,1474000,SP,Marshall,07-11-2016,2.6,41,108.6,108.2,4
Bentleigh,2 Gwendoline Av,3,h,1475000,S,Woodards,08-10-2016,13,37,108.6,108.2,14.6
Bentleigh East,5 Kennedy St,5,h,1475000,S,Woodards,17-09-2016,13.9,34,108.6,108.2,20.8
Brighton,2/422 St Kilda St,3,t,1475000,PI,Buxton,07-11-2016,11.2,41,108.6,108.2,11
Bulleen,13 Birrarrung Ct,4,h,1475000,VB,Barry,24-09-2016,11.8,35,108.6,108.2,15.8
Essendon,59 Brewster St,3,h,1475000,PI,Paul,18-06-2016,8,21,108.2,108.4,10.2
Malvern,11 Childers Rd,2,h,1475000,S,Marshall,27-11-2016,7.4,44,108.6,108.2,13.6
Moonee Ponds,803/701 Mt Alexander Rd,3,u,1475000,S,Paul,07-05-2016,6.9,15,108.2,108.4,7.1
East Melbourne,496 Victoria Pde,4,h,1475000,S,Frank,18-06-2016,1.5,21,108.2,108.4,2.6
Cremorne,443 Punt Rd,3,h,1475000,PI,Biggin,10-09-2016,2.5,33,108.6,108.2,3.6
Thornbury,42 Mansfield St,4,h,1478000,SP,Jellis,25-02-2017,6.5,57,109.4,108.6,9.3
Abbotsford,85 Turner St,2,h,1480000,S,Biggin,03-12-2016,2.5,45,109.4,108.6,4.6
